provider_id,workload_hours,stress_level,absenteeism_days,satisfaction_score,burnout_risk
P049124,48,8,2,10,24
P049125,56,6,6,1,61
P049126,45,8,0,10,36
P049127,60,10,1,1,66
P049128,51,9,4,10,44
P049129,60,6,3,1,71
P049130,43,7,0,10,31
P049131,52,9,1,1,56
P049132,60,6,2,1,56
P049133,41,8,1,1,50
P049134,57,6,5,1,59
P049135,43,9,5,10,37
P049136,54,7,3,1,58
P049137,44,9,4,1,63
P049138,54,7,0,10,24
P049139,46,10,2,1,65
P049140,46,7,4,10,25
P049141,43,9,3,10,26
P049142,37,6,3,1,40
P049143,48,7,1,1,43
P049144,52,6,2,1,63
P049145,34,7,2,10,24
P049146,48,6,2,10,28
P049147,60,7,2,1,63
P049148,60,6,0,10,39
P049149,54,6,2,1,54
P049150,56,8,2,1,64
P049151,49,7,3,10,39
P049152,43,9,2,10,34
P049153,44,6,0,10,22
P049154,45,6,2,10,28
P049155,53,7,3,1,57
P049156,51,8,1,1,48
P049157,54,10,3,1,68
P049158,60,7,4,10,36
P049159,42,9,1,10,33
P049160,59,9,3,1,64
P049161,45,9,3,1,55
P049162,48,7,3,10,34
P049163,34,6,3,1,45
P049164,42,8,1,1,45
P049165,42,9,4,10,36
P049166,35,10,2,10,31
P049167,54,10,4,10,43
P049168,34,7,3,1,48
P049169,43,9,2,1,55
P049170,38,10,5,10,31
P049171,56,6,3,10,40
P049172,55,7,1,10,26
P049173,52,8,5,10,39
P049174,37,8,3,10,24
P049175,41,9,0,1,49
P049176,60,10,2,1,66
P049177,58,7,2,10,40
P049178,39,8,1,10,36
P049179,42,9,1,10,34
P049180,54,9,3,1,64
P049181,50,6,2,10,36
P049182,41,10,2,10,30
P049183,51,10,2,1,53
P049184,55,7,1,10,35
P049185,39,9,5,1,49
P049186,42,10,4,1,60
P049187,48,9,2,10,37
P049188,60,9,0,1,57
P049189,49,10,1,10,38
P049190,42,8,0,10,24
P049191,60,9,6,10,39
P049192,40,8,1,10,28
P049193,46,9,2,1,62
P049194,39,7,2,10,31
P049195,41,10,3,1,54
P049196,46,6,1,1,53
P049197,52,7,6,1,64
P049198,49,6,0,10,31
P049199,53,10,1,1,67
P049200,45,9,1,10,35
P049201,55,9,1,1,60
P049202,51,9,4,10,48
P049203,49,8,4,10,35
P049204,50,10,4,10,48
P049205,48,9,0,1,58
P049206,55,10,1,10,42
P049207,50,7,1,10,28
P049208,48,6,3,10,29
P049209,46,8,1,10,28
P049210,39,6,1,10,27
P049211,32,6,3,1,47
P049212,47,6,3,10,25
P049213,46,9,2,10,34
P049214,50,8,1,10,32
P049215,40,9,4,10,33
P049216,60,9,3,10,44
P049217,50,10,1,10,43
P049218,59,7,2,1,48
P049219,38,10,1,10,30
P049220,52,10,2,1,62
P049221,60,6,1,1,46
P049222,47,8,1,1,51
P049223,50,7,3,10,31
P049224,43,8,2,10,22
P049225,49,6,4,1,54
P049226,57,10,4,10,50
P049227,40,9,2,10,34
P049228,35,10,1,10,38
P049229,36,9,1,10,25
P049230,53,10,4,1,70
P049231,53,8,3,10,47
P049232,43,8,3,10,34
P049233,48,8,1,1,48
P049234,51,6,0,1,57
P049235,60,7,4,1,69
P049236,51,7,1,1,53
P049237,58,6,2,1,59
P049238,51,7,2,1,61
P049239,39,7,1,10,26
P049240,57,6,2,10,32
P049241,49,10,4,10,46
P049242,45,6,5,10,34
P049243,46,10,1,10,33
P049244,54,6,3,10,29
P049245,60,8,4,10,34
P049246,45,10,1,10,39
P049247,40,10,2,1,58
P049248,54,9,4,1,69
P049249,46,6,1,10,27
P049250,43,10,6,10,33
P049251,57,6,2,10,34
P049252,54,8,0,1,55
P049253,42,7,1,10,19
P049254,43,7,3,10,27
P049255,40,7,2,10,15
P049256,48,6,0,10,21
P049257,39,7,1,1,44
P049258,58,7,4,10,35
P049259,54,6,2,1,46
P049260,51,8,2,10,38
P049261,56,7,2,1,52
P049262,45,8,2,10,22
P049263,58,8,1,1,70
P049264,39,6,2,1,46
P049265,56,7,3,10,29
P049266,49,8,0,10,31
P049267,57,10,7,10,50
P049268,47,8,1,10,35
P049269,57,10,2,10,35
P049270,60,8,4,10,42
P049271,56,9,4,1,62
P049272,58,6,4,10,39
P049273,46,7,3,10,32
P049274,36,10,4,1,59
P049275,60,10,2,10,41
P049276,38,6,4,1,37
P049277,46,7,3,10,31
P049278,54,7,2,1,63
P049279,60,8,2,1,67
P049280,49,7,0,10,27
P049281,47,8,1,10,23
P049282,52,7,4,1,52
P049283,46,7,3,10,28
P049284,60,9,1,1,66
P049285,44,7,0,10,26
P049286,44,9,2,10,35
P049287,37,8,2,10,28
P049288,42,10,2,10,34
P049289,47,10,2,1,63
P049290,44,6,0,10,21
P049291,60,8,0,10,54
P049292,60,8,4,1,63
P049293,47,7,5,1,54
P049294,48,10,3,10,43
P049295,52,10,1,10,43
P049296,51,9,1,1,61
P049297,53,7,3,10,30
P049298,47,8,2,10,41
P049299,57,10,3,10,36
P049300,42,7,2,1,55
P049301,43,10,1,10,29
P049302,50,9,1,10,34
P049303,56,6,2,1,59
P049304,58,8,2,1,62
P049305,56,10,4,10,55
P049306,39,6,5,1,52
P049307,38,6,3,10,28
P049308,35,10,3,1,47
P049309,52,10,1,10,50
P049310,50,10,1,10,35
P049311,50,7,1,10,37
P049312,44,9,4,1,60
P049313,46,8,3,1,57
P049314,51,8,1,1,49
P049315,49,6,3,1,55
P049316,54,10,3,1,70
P049317,54,6,2,10,32
P049318,46,8,4,1,55
P049319,52,9,4,10,44
P049320,44,10,2,1,58
P049321,51,9,3,10,35
P049322,60,10,5,10,54
P049323,45,10,3,10,30
P049324,52,8,6,10,39
P049325,45,10,5,1,63
P049326,60,7,4,10,39
P049327,49,9,0,1,55
P049328,48,10,2,10,44
P049329,49,7,3,10,37
P049330,54,6,2,1,54
P049331,48,7,1,10,22
P049332,60,8,4,1,69
P049333,33,7,2,10,12
P049334,57,6,1,10,30
P049335,53,6,1,1,55
P049336,47,9,3,10,42
P049337,43,9,4,10,36
P049338,52,8,1,1,59
P049339,47,7,4,10,35
P049340,58,10,4,1,73
P049341,45,8,1,10,39
P049342,39,6,2,10,19
P049343,50,7,4,1,57
P049344,45,10,1,1,55
P049345,50,6,3,10,32
P049346,50,10,3,10,37
P049347,52,6,4,10,29
P049348,34,9,1,10,19
P049349,47,7,1,1,55
P049350,50,6,4,10,33
P049351,52,10,2,10,33
P049352,43,10,2,10,34
P049353,60,8,3,1,67
P049354,43,6,2,10,24
P049355,44,9,3,10,33
P049356,46,6,0,1,43
P049357,54,7,3,10,32
P049358,57,10,3,1,66
P049359,51,9,2,10,35
P049360,36,9,2,10,26
P049361,54,8,4,10,43
P049362,57,7,3,1,58
P049363,54,9,1,1,56
P049364,54,8,4,1,66
P049365,52,7,3,1,56
P049366,50,7,1,10,43
P049367,43,10,3,10,31
P049368,39,7,4,10,25
P049369,34,6,1,1,41
P049370,40,10,1,10,37
P049371,47,10,5,10,40
P049372,41,7,6,10,26
P049373,47,6,2,10,25
P049374,46,6,4,10,39
P049375,36,6,2,10,16
P049376,40,6,6,10,28
P049377,52,9,4,10,44
P049378,42,10,4,10,38
P049379,40,9,6,1,57
P049380,60,10,4,10,53
P049381,60,9,0,10,32
P049382,60,6,1,1,58
P049383,55,9,2,10,39
P049384,47,9,4,1,65
P049385,56,6,3,10,38
P049386,41,8,0,10,27
P049387,40,7,5,10,26
P049388,55,7,3,10,29
P049389,42,10,0,10,19
P049390,55,7,3,10,43
P049391,60,10,1,1,75
P049392,38,7,1,1,37
P049393,49,10,2,10,27
P049394,48,7,4,10,26
P049395,30,7,3,10,20
P049396,49,10,2,10,35
P049397,56,8,3,1,63
P049398,53,7,3,10,28
P049399,54,10,0,1,69
P049400,53,8,3,1,58
P049401,57,6,4,10,39
P049402,39,6,2,1,43
P049403,57,10,3,1,66
P049404,60,7,3,10,49
P049405,46,8,3,10,23
P049406,49,6,3,1,58
P049407,44,10,2,10,45
P049408,46,6,2,1,48
P049409,60,7,3,10,48
P049410,47,7,0,1,46
P049411,41,6,3,10,25
P049412,48,10,7,10,57
P049413,45,8,1,10,24
P049414,46,7,1,1,60
P049415,37,8,2,1,38
P049416,52,8,3,10,27
P049417,60,10,3,1,61
P049418,56,9,1,1,58
P049419,48,6,3,10,37
P049420,54,6,0,10,31
P049421,53,6,3,10,35
P049422,48,9,2,1,51
P049423,49,10,1,10,40
P049424,50,6,1,10,21
P049425,41,8,3,1,48
P049426,40,9,2,1,63
P049427,53,6,1,1,47
P049428,47,7,2,10,31
P049429,51,7,0,1,57
P049430,60,7,5,10,46
P049431,55,9,4,10,39
P049432,53,9,2,1,56
P049433,50,10,5,10,43
P049434,60,8,4,10,39
P049435,60,9,1,10,40
P049436,58,6,2,1,56
P049437,60,9,3,10,44
P049438,53,8,5,10,40
P049439,59,8,3,10,37
P049440,55,10,1,10,41
P049441,60,7,4,1,71
P049442,51,10,2,10,34
P049443,46,9,4,1,62
P049444,53,7,3,10,34
P049445,51,9,3,10,36
P049446,44,10,1,1,48
P049447,48,6,5,1,59
P049448,60,9,3,10,45
P049449,46,6,4,10,32
P049450,51,7,2,1,54
P049451,52,6,3,10,35
P049452,59,8,0,1,63
P049453,45,8,2,1,48
P049454,40,10,3,1,51
P049455,44,8,3,10,26
P049456,60,10,3,10,54
P049457,40,7,6,10,36
P049458,53,6,2,10,30
P049459,58,8,1,10,40
P049460,37,9,2,10,25
P049461,56,6,3,10,29
P049462,44,9,1,1,53
P049463,50,8,3,10,40
P049464,42,10,0,10,27
P049465,43,10,4,10,39
P049466,52,10,2,10,43
P049467,59,6,3,1,54
P049468,48,9,4,1,63
P049469,53,7,0,10,22
P049470,38,6,1,1,42
P049471,38,7,1,1,42
P049472,48,6,5,10,33
P049473,57,8,1,10,36
P049474,41,6,4,1,47
P049475,52,7,1,10,29
P049476,40,8,0,1,50
P049477,54,7,1,10,35
P049478,51,10,0,10,40
P049479,44,9,2,10,32
P049480,40,7,2,10,19
P049481,57,10,2,10,41
P049482,52,6,5,10,22
P049483,50,9,1,10,38
P049484,46,9,0,1,57
P049485,38,9,0,1,60
P049486,31,9,2,10,31
P049487,42,10,2,10,30
P049488,44,9,2,10,28
P049489,44,8,4,1,56
P049490,58,7,2,10,32
P049491,56,7,6,10,45
P049492,41,7,3,1,38
P049493,37,6,1,1,31
P049494,60,10,3,10,42
P049495,60,10,0,10,38
P049496,47,8,4,1,56
P049497,48,6,5,1,49
P049498,44,10,4,1,57
P049499,41,7,3,10,29
P049500,52,6,0,10,24
P049501,58,7,2,1,69
P049502,45,7,0,10,25
P049503,49,6,1,1,46
P049504,43,6,6,10,27
P049505,43,9,2,10,17
P049506,55,6,4,10,41
P049507,47,6,2,10,22
P049508,42,6,2,10,21
P049509,43,7,4,10,21
P049510,50,8,0,10,30
P049511,54,9,2,10,42
P049512,48,9,1,10,37
P049513,42,9,4,10,30
P049514,50,9,3,10,42
P049515,50,6,3,10,37
P049516,49,7,2,1,57
P049517,60,10,3,10,48
P049518,42,9,1,10,32
P049519,37,6,2,1,45
P049520,48,8,0,10,28
P049521,48,9,4,10,32
P049522,40,9,1,1,49
P049523,43,10,0,10,34
P049524,50,8,2,10,39
P049525,52,7,3,10,30
P049526,49,10,4,1,61
P049527,44,10,4,10,38
P049528,52,8,1,10,34
P049529,53,6,4,10,33
P049530,58,8,3,10,39
P049531,50,9,0,1,47
P049532,52,8,2,1,57
P049533,37,7,4,10,25
P049534,51,7,2,1,56
P049535,46,10,3,10,35
P049536,59,9,4,1,78
P049537,44,7,2,1,52
P049538,38,8,0,10,16
P049539,40,10,2,1,59
P049540,56,9,0,10,46
P049541,60,6,1,10,37
P049542,47,7,2,10,19
P049543,51,10,2,1,71
P049544,59,6,1,1,56
P049545,59,9,4,10,43
P049546,47,9,3,10,41
P049547,49,8,3,1,54
P049548,41,7,3,10,29
P049549,60,6,1,1,54
P049550,51,9,3,1,64
P049551,46,10,1,10,32
P049552,51,8,1,1,54
P049553,46,10,3,1,58
P049554,47,10,2,10,43
P049555,50,7,2,1,50
P049556,53,9,2,1,66
P049557,49,7,0,10,26
P049558,43,9,4,10,30
P049559,60,7,1,10,27
P049560,43,9,3,10,36
P049561,57,8,3,10,35
P049562,45,10,2,1,55
P049563,30,8,4,10,23
P049564,57,9,3,10,42
P049565,50,8,0,10,28
P049566,47,10,6,1,70
P049567,39,9,1,1,52
P049568,47,6,1,1,57
P049569,54,6,2,10,32
P049570,54,7,2,1,54
P049571,41,8,0,1,49
P049572,42,7,1,10,24
P049573,54,8,0,1,68
P049574,60,9,0,10,40
P049575,60,10,2,10,39
P049576,48,10,4,10,38
P049577,51,7,3,10,35
P049578,44,7,7,1,46
P049579,47,6,2,10,26
P049580,60,7,7,10,43
P049581,37,9,0,10,20
P049582,51,7,0,1,56
P049583,57,6,2,10,38
P049584,46,9,0,10,24
P049585,52,6,4,10,39
P049586,37,6,4,10,9
P049587,30,7,1,10,20
P049588,48,6,4,10,33
P049589,37,7,2,1,44
P049590,51,6,2,10,27
P049591,44,8,2,1,51
P049592,58,9,2,10,37
P049593,35,7,0,1,39
P049594,60,9,4,10,42
P049595,51,7,0,10,33
P049596,41,7,3,10,36
P049597,60,7,2,1,53
P049598,59,8,1,10,36
P049599,35,10,1,1,54
P049600,55,7,1,1,53
P049601,60,6,2,10,29
P049602,56,8,3,1,58
P049603,60,8,3,10,37
P049604,57,9,2,10,36
P049605,51,7,1,1,52
P049606,54,9,0,10,46
P049607,49,10,4,10,43
P049608,51,10,4,10,40
P049609,59,10,3,10,45
P049610,47,10,1,10,35
P049611,35,6,2,10,18
P049612,45,6,2,10,27
P049613,43,9,5,10,29
P049614,47,10,0,10,41
P049615,47,7,1,10,20
P049616,46,6,3,10,40
P049617,55,8,5,10,44
P049618,42,10,5,1,60
P049619,42,9,2,1,53
P049620,52,10,1,1,54
P049621,60,10,4,1,71
P049622,48,10,5,10,43
P049623,47,7,4,10,28
P049624,44,9,1,1,47
P049625,39,6,1,10,15
P049626,48,6,1,10,26
P049627,40,8,2,1,49
P049628,49,10,4,10,51
P049629,49,10,2,10,38
P049630,48,6,3,10,31
P049631,50,6,4,10,27
P049632,48,10,2,10,46
P049633,48,10,2,10,39
P049634,44,6,2,10,22
P049635,49,9,4,10,41
P049636,56,8,3,1,59
P049637,60,8,3,10,40
P049638,48,8,3,1,63
P049639,49,10,2,10,39
P049640,36,6,2,1,38
P049641,48,8,0,10,41
P049642,60,8,2,1,63
P049643,41,8,3,10,23
P049644,56,10,3,1,71
P049645,51,6,2,10,34
P049646,57,10,0,1,67
P049647,59,8,3,10,48
P049648,53,9,2,1,60
P049649,42,8,3,1,54
P049650,45,6,2,10,25
P049651,51,6,2,10,26
P049652,48,7,2,10,37
P049653,50,7,2,1,55
P049654,54,10,3,10,41
P049655,43,8,1,10,35
P049656,42,6,1,10,22
P049657,49,6,7,10,38
P049658,43,10,3,10,34
P049659,42,7,3,10,23
P049660,41,6,1,10,28
P049661,41,8,2,10,33
P049662,41,8,2,1,55
P049663,51,9,2,1,59
P049664,58,6,2,10,33
P049665,45,7,3,10,31
P049666,57,8,6,10,42
P049667,47,6,2,1,41
P049668,51,6,1,10,23
P049669,50,9,0,1,68
P049670,50,10,2,10,45
P049671,39,6,2,10,27
P049672,53,7,1,10,28
P049673,39,6,0,1,48
P049674,60,7,4,10,52
P049675,52,9,2,10,42
P049676,41,9,4,10,37
P049677,54,10,2,10,49
P049678,45,10,1,1,60
P049679,55,9,2,10,47
P049680,48,9,2,10,43
P049681,40,6,3,1,46
P049682,45,10,2,10,36
P049683,41,7,1,1,48
P049684,40,8,0,10,26
P049685,42,8,1,10,30
P049686,43,8,6,10,38
P049687,36,7,3,10,21
P049688,39,9,2,10,30
P049689,60,8,2,10,40
P049690,60,6,6,10,38
P049691,53,8,3,10,42
P049692,44,9,1,1,59
P049693,46,8,2,1,51
P049694,53,10,2,1,64
P049695,50,7,2,1,54
P049696,49,6,0,10,22
P049697,47,10,2,10,38
P049698,54,9,3,10,48
P049699,43,10,2,1,60
P049700,49,10,2,1,61
P049701,52,9,2,1,70
P049702,45,10,6,10,47
P049703,54,8,3,10,29
P049704,40,10,2,1,58
P049705,59,8,2,10,42
P049706,52,8,6,1,63
P049707,52,6,2,10,26
P049708,42,9,2,1,50
P049709,43,9,1,10,23
P049710,41,9,2,1,58
P049711,43,10,3,10,33
P049712,53,9,0,10,42
P049713,43,7,1,10,29
P049714,52,6,2,1,51
P049715,50,9,1,10,35
P049716,42,9,2,10,33
P049717,57,9,3,10,40
P049718,32,6,0,10,19
P049719,47,7,2,10,27
P049720,52,10,2,10,47
P049721,55,9,3,10,46
P049722,43,9,2,10,35
P049723,43,6,1,10,24
P049724,38,8,4,1,53
P049725,44,9,1,10,28
P049726,54,6,2,1,61
P049727,43,9,5,10,36
P049728,40,7,0,10,27
P049729,43,7,2,10,27
P049730,36,7,3,1,53
P049731,56,9,2,10,38
P049732,57,8,2,10,42
P049733,57,9,1,1,64
P049734,43,9,4,1,61
P049735,56,9,3,10,45
P049736,60,6,2,10,42
P049737,60,6,3,1,57
P049738,59,6,0,10,34
P049739,47,8,1,1,55
P049740,37,8,0,10,21
P049741,47,8,1,10,30
P049742,43,9,2,10,37
P049743,36,8,3,1,56
P049744,41,8,2,10,26
P049745,60,6,3,1,57
P049746,51,8,1,1,56
P049747,49,10,1,1,62
P049748,42,7,3,10,33
P049749,46,8,6,1,56
P049750,59,6,2,10,44
P049751,43,10,3,1,56
P049752,41,6,2,1,43
P049753,44,7,6,1,51
P049754,34,8,3,10,23
P049755,44,8,1,1,52
P049756,53,10,0,10,34
P049757,58,8,2,1,62
P049758,57,7,2,10,31
P049759,46,9,2,10,41
P049760,52,9,4,10,45
P049761,49,8,6,10,39
P049762,52,6,0,10,31
P049763,42,6,3,1,48
P049764,41,6,3,1,43
P049765,43,8,0,1,54
P049766,44,8,2,1,47
P049767,59,8,2,10,41
P049768,54,6,4,1,58
P049769,50,8,2,10,48
P049770,41,9,1,1,45
P049771,37,10,3,10,30
P049772,52,10,1,10,38
P049773,55,10,2,1,76
P049774,49,8,1,10,32
P049775,45,6,1,10,21
P049776,47,8,1,10,25
P049777,53,9,4,1,69
P049778,46,8,2,1,60
P049779,50,9,3,1,66
P049780,56,6,1,10,29
P049781,42,9,1,1,55
P049782,41,8,2,1,48
P049783,58,7,1,10,30
P049784,52,6,4,1,54
P049785,48,10,1,10,35
P049786,49,10,3,1,66
P049787,52,8,2,1,59
P049788,60,9,1,10,47
P049789,44,8,1,10,31
P049790,52,10,2,10,50
P049791,50,9,6,10,38
P049792,52,9,2,10,41
P049793,49,10,2,10,39
P049794,54,8,2,10,43
P049795,43,8,0,10,27
P049796,49,9,0,10,34
P049797,46,7,0,10,29
P049798,42,7,2,1,51
P049799,60,7,4,10,26
P049800,53,7,2,10,32
P049801,48,9,4,10,34
P049802,51,6,2,10,30
P049803,53,9,2,10,37
P049804,51,10,3,10,41
P049805,60,10,3,10,41
P049806,53,6,3,10,26
P049807,49,9,3,10,42
P049808,56,8,3,10,49
P049809,39,9,0,10,14
P049810,53,10,3,10,45
P049811,55,7,2,10,40
P049812,49,7,2,1,58
P049813,43,9,2,10,27
P049814,42,9,1,10,38
P049815,52,6,1,10,25
P049816,46,8,1,1,45
P049817,41,9,4,1,62
P049818,57,7,3,1,64
P049819,60,6,3,10,41
P049820,53,9,3,10,43
P049821,54,6,3,1,54
P049822,60,6,1,1,56
P049823,60,6,8,10,41
P049824,48,8,2,1,56
P049825,46,8,3,10,38
P049826,47,6,9,10,36
P049827,42,7,3,1,48
P049828,60,9,0,1,58
P049829,46,8,0,1,45
P049830,54,7,1,10,24
P049831,49,9,6,10,41
P049832,53,10,0,10,47
P049833,58,9,4,10,44
P049834,34,10,7,10,35
P049835,50,9,1,10,31
P049836,51,7,5,10,35
P049837,49,7,1,1,41
P049838,46,6,5,10,23
P049839,51,9,3,10,35
P049840,53,10,1,1,61
P049841,45,9,1,1,53
P049842,44,6,2,1,54
P049843,46,10,3,10,36
P049844,37,8,3,10,20
P049845,60,6,2,10,37
P049846,44,9,1,10,31
P049847,49,7,1,1,61
P049848,51,7,6,10,42
P049849,51,6,4,10,29
P049850,41,9,6,1,56
P049851,40,7,7,1,59
P049852,59,7,3,10,36
P049853,45,10,1,1,56
P049854,52,6,4,10,30
P049855,42,7,3,10,18
P049856,51,6,1,1,54
P049857,54,7,2,1,61
P049858,40,6,4,1,41
P049859,48,8,1,10,29
P049860,60,8,1,10,45
P049861,40,6,1,10,20
P049862,57,6,3,1,60
P049863,48,8,2,10,34
P049864,54,7,1,10,26
P049865,46,7,2,10,27
P049866,45,10,3,10,36
P049867,49,9,2,10,38
P049868,53,8,2,1,49
P049869,37,6,5,10,25
P049870,50,7,1,1,55
P049871,60,9,2,1,57
P049872,47,8,1,1,52
P049873,45,6,2,1,47
P049874,36,6,4,10,18
P049875,36,8,2,1,56
P049876,39,6,4,10,22
P049877,48,7,1,10,18
P049878,52,8,5,10,31
P049879,39,7,1,10,23
P049880,54,9,5,1,59
P049881,46,9,3,10,32
P049882,60,8,2,10,41
P049883,60,9,0,10,40
P049884,45,10,6,1,60
P049885,47,8,0,10,26
P049886,50,10,2,10,41
P049887,42,6,3,1,53
P049888,41,7,1,10,26
P049889,50,9,6,10,37
P049890,60,6,0,1,54
P049891,58,10,1,10,51
P049892,56,7,3,10,31
P049893,44,6,5,10,23
P049894,56,10,2,1,68
P049895,36,7,2,1,42
P049896,50,6,3,10,36
P049897,56,9,3,1,77
P049898,50,7,0,10,29
P049899,48,6,5,10,32
P049900,35,8,2,1,56
P049901,30,9,4,1,48
P049902,40,7,3,10,25
P049903,49,10,3,1,57
P049904,48,9,5,1,59
P049905,57,10,3,10,41
P049906,53,8,3,1,53
P049907,48,8,1,10,30
P049908,44,10,5,10,41
P049909,57,6,2,10,34
P049910,45,6,2,10,33
P049911,49,6,4,10,30
P049912,55,8,3,1,57
P049913,45,7,2,10,28
P049914,49,7,2,10,24
P049915,32,6,4,1,43
P049916,60,8,2,1,69
P049917,45,7,5,1,47
P049918,60,7,3,1,58
P049919,56,6,2,10,40
P049920,39,6,3,10,18
P049921,50,9,2,10,36
P049922,46,7,1,10,34
P049923,43,7,4,1,63
P049924,52,6,3,1,48
P049925,47,6,3,10,27
P049926,60,9,8,10,57
P049927,51,9,3,10,35
P049928,42,10,2,1,64
P049929,60,6,4,10,34
P049930,46,8,4,1,64
P049931,36,9,2,10,29
P049932,51,8,5,10,43
P049933,47,7,5,1,58
P049934,51,7,3,10,33
P049935,30,6,1,10,9
P049936,60,8,3,1,70
P049937,49,7,2,1,49
P049938,57,9,3,1,76
P049939,42,9,5,1,65
P049940,53,8,3,10,40
P049941,51,7,2,10,29
P049942,50,10,1,10,43
P049943,47,7,3,10,33
P049944,45,8,2,1,47
P049945,58,7,2,1,61
P049946,57,9,3,10,40
P049947,51,9,6,10,38
P049948,60,8,1,10,44
P049949,39,7,1,10,26
P049950,46,8,2,10,37
P049951,44,10,5,10,45
P049952,45,8,3,1,58
P049953,41,10,0,1,52
P049954,57,7,4,1,58
P049955,58,9,1,10,37
P049956,40,6,0,10,13
P049957,48,7,2,10,29
P049958,54,8,2,1,59
P049959,35,7,2,1,43
P049960,53,7,2,10,32
P049961,45,7,1,1,54
P049962,60,10,1,10,54
P049963,55,7,4,10,38
P049964,41,7,0,1,46
P049965,54,6,4,1,59
P049966,52,7,3,1,60
P049967,42,10,4,10,35
P049968,46,10,1,10,43
P049969,60,10,3,1,74
P049970,52,6,2,1,47
P049971,53,9,6,1,62
P049972,59,7,5,10,29
P049973,56,10,1,1,65
P049974,45,9,1,10,37
P049975,50,6,2,10,32
P049976,47,9,3,10,33
P049977,55,8,5,1,64
P049978,48,6,2,10,29
P049979,41,6,1,1,46
P049980,60,9,4,1,57
P049981,41,8,1,10,23
P049982,40,7,6,10,21
P049983,45,8,0,10,35
P049984,55,10,2,1,61
P049985,49,7,1,1,44
P049986,43,10,2,1,58
P049987,30,8,3,1,43
P049988,46,6,0,10,23
P049989,60,8,1,10,40
P049990,38,9,2,10,20
P049991,51,6,4,10,41
P049992,49,6,2,1,51
P049993,45,7,2,1,46
P049994,60,10,1,10,42
P049995,47,6,2,10,24
P049996,60,10,4,10,47
P049997,60,6,3,1,58
P049998,39,6,4,10,17
P049999,59,7,2,10,43
P050000,42,9,3,10,37
P050001,39,10,1,1,61
P050002,50,10,3,1,60
P050003,48,9,0,10,35
P050004,48,7,2,10,18
P050005,33,9,4,1,46
P050006,45,8,6,10,36
P050007,41,9,4,1,61
P050008,33,8,3,10,29
P050009,51,7,5,1,58
P050010,48,10,3,10,39
P050011,59,8,0,10,42
P050012,37,6,0,10,23
P050013,50,7,3,10,39
P050014,57,9,3,10,44
P050015,38,9,2,10,36
P050016,51,7,4,10,41
P050017,50,6,0,10,17
P050018,40,7,5,1,51
P050019,60,9,4,1,57
P050020,42,7,3,1,56
P050021,56,6,3,1,61
P050022,60,7,0,10,33
P050023,30,7,1,1,36
P050024,33,8,2,10,17
P050025,55,9,3,1,63
P050026,34,10,1,1,41
P050027,58,8,2,10,43
P050028,47,7,2,10,27
P050029,34,7,1,1,46
P050030,40,8,1,1,53
P050031,55,9,3,10,48
P050032,33,10,3,10,25
P050033,40,10,1,10,25
P050034,38,7,1,10,19
P050035,52,9,1,1,58
P050036,57,7,0,10,28
P050037,43,6,1,10,17
P050038,44,10,2,10,41
P050039,52,8,5,10,40
P050040,51,9,3,10,39
P050041,42,9,7,1,58
P050042,44,7,2,10,29
P050043,40,9,2,1,50
P050044,58,8,3,1,66
P050045,44,6,3,10,25
P050046,50,6,1,10,33
P050047,56,6,1,1,56
P050048,47,10,4,10,42
P050049,46,7,0,10,31
P050050,58,7,2,10,42
P050051,42,10,2,10,35
P050052,60,9,4,10,54
P050053,41,10,3,1,68
P050054,55,6,1,1,57
P050055,54,7,3,10,33
P050056,47,9,4,10,34
P050057,56,8,2,1,61
P050058,57,8,4,10,40
P050059,51,8,4,10,32
P050060,45,8,4,1,52
P050061,44,9,6,10,43
P050062,54,8,2,1,57
P050063,53,6,3,10,32
P050064,30,8,5,1,50
P050065,39,10,0,1,51
P050066,45,8,1,10,33
P050067,44,9,5,10,36
P050068,48,7,2,1,50
P050069,52,10,5,1,73
P050070,47,6,3,10,28
P050071,58,8,4,10,37
P050072,36,10,2,10,31
P050073,60,9,4,10,54
P050074,54,10,2,10,33
P050075,54,9,7,10,52
P050076,60,7,1,10,31
P050077,48,10,1,10,36
P050078,37,8,6,10,31
P050079,58,6,1,10,45
P050080,41,10,2,10,33
P050081,52,7,1,1,53
P050082,49,9,4,10,33
P050083,60,6,5,1,63
P050084,60,10,2,10,44
P050085,60,7,2,10,43
P050086,45,7,4,1,51
P050087,40,8,1,10,25
P050088,60,7,2,10,39
P050089,53,8,2,10,39
P050090,45,10,1,10,30
P050091,37,9,2,1,52
P050092,38,9,3,1,54
P050093,58,10,0,10,43
P050094,51,10,3,10,45
P050095,45,8,1,10,34
P050096,48,9,3,1,62
P050097,52,8,3,10,39
P050098,46,6,1,10,24
P050099,47,9,4,10,38
P050100,51,10,2,1,61
P050101,49,6,4,10,28
P050102,53,9,2,1,60
P050103,58,7,2,1,53
P050104,54,9,5,10,46
P050105,60,10,2,1,71
P050106,43,9,3,1,51
P050107,52,9,3,10,37
P050108,54,10,3,10,42
P050109,60,8,2,10,32
P050110,55,7,1,10,27
P050111,60,8,3,10,41
P050112,55,8,4,10,45
P050113,53,10,2,1,67
P050114,60,9,2,10,41
P050115,54,10,3,10,48
P050116,55,7,2,10,43
P050117,44,7,2,1,49
P050118,47,9,2,10,36
P050119,49,7,1,1,60
P050120,48,10,2,10,36
